,movie,year,imdb,metascore,votes,n_imdb
1557,An Education,2009,7.3,85,120356,73.0
1558,The Men Who Stare at Goats,2009,6.2,54,118621,62.0
1559,A Serious Man,2009,7.0,79,116058,70.0
1560,Daybreakers,2009,6.5,57,113763,65.0
1561,Funny People,2009,6.3,60,106883,63.0
1562,The Invention of Lying,2009,6.4,58,103244,64.0
1563,The Princess and the Frog,2009,7.1,73,103180,71.0
1564,Jennifer's Body,2009,5.2,47,102347,52.0
1565,Antichrist,2009,6.6,49,101288,66.0
1566,Brothers,2009,7.1,58,99210,71.0
1567,The Boat That Rocked,2009,7.4,58,98748,74.0
1568,Push,2009,6.1,36,97954,61.0
1569,Precious,2009,7.3,79,97173,73.0
1570,A Single Man,2009,7.6,77,96329,76.0
1571,Where the Wild Things Are,2009,6.8,71,94394,68.0
1572,Paul Blart: Mall Cop,2009,5.2,39,92381,52.0
1573,Couples Retreat,2009,5.5,23,91293,55.0
1574,Julie & Julia,2009,7.0,66,90939,70.0
1575,Bride Wars,2009,5.5,24,90129,55.0
1576,Saw VI,2009,6.0,30,89188,60.0
1577,A Christmas Carol,2009,6.8,55,86166,68.0
1578,Un prophète,2009,7.9,90,85810,79.0
1579,Splice,2009,5.8,66,85436,58.0
1580,I Love You Phillip Morris,2009,6.6,65,85129,66.0
1581,Friday the 13th,2009,5.6,34,85122,56.0
1582,The Final Destination,2009,5.2,30,85096,52.0
1583,The International,2009,6.5,52,84877,65.0
1584,The Box,2009,5.6,47,82959,56.0
1585,Year One,2009,4.9,34,82622,49.0
1586,My Sister's Keeper,2009,7.4,51,82508,74.0
1587,Flickan som lekte med elden,2009,7.2,66,81696,72.0
1588,Harry Brown,2009,7.2,55,78998,72.0
1589,It's Complicated,2009,6.6,57,77460,66.0
1590,Crazy Heart,2009,7.3,83,76558,73.0
1591,The Last House on the Left,2009,6.6,42,76274,66.0
1592,Ghosts of Girlfriends Past,2009,5.8,34,74844,58.0
1593,The Bad Lieutenant: Port of Call - New Orleans,2009,6.6,69,69304,66.0
1594,Youth in Revolt,2009,6.5,63,69244,65.0
1595,The Uninvited,2009,6.4,43,69063,64.0
1596,Confessions of a Shopaholic,2009,5.9,38,68771,59.0
1597,Case 39,2009,6.2,25,68245,62.0
1598,The Fourth Kind,2009,5.9,34,68127,59.0
1599,Whatever Works,2009,7.2,45,65313,72.0
1600,The Human Centipede (First Sequence),2009,4.4,33,65093,44.0
1601,Solomon Kane,2009,6.1,48,64330,61.0
1602,Qi long zhu: Quanxin jinhua,2009,2.6,45,63393,26.0
1603,Chloe,2009,6.3,48,62890,63.0
1604,Ninja Assassin,2009,6.4,34,62778,64.0
1605,A Perfect Getaway,2009,6.5,63,61922,65.0
1606,[Rec]²,2009,6.5,52,61635,65.0
1607,Kynodontas,2009,7.3,73,60881,73.0
1608,Das weiße Band - Eine deutsche Kindergeschichte,2009,7.8,82,60437,78.0
1609,Whip It,2009,6.9,68,59859,69.0
1610,Luftslottet som sprängdes,2009,7.3,60,59793,73.0
1611,Død snø,2009,6.3,61,59313,63.0
1612,Agora,2009,7.2,55,59281,72.0
1613,Land of the Lost,2009,5.4,32,58208,54.0
1614,The Informant!,2009,6.5,66,57431,65.0
1615,The Boondock Saints II: All Saints Day,2009,6.3,24,57141,63.0
1616,Brooklyn's Finest,2009,6.7,43,56427,67.0
1617,Enter the Void,2009,7.3,69,55951,73.0
1618,Observe and Report,2009,5.8,54,55829,58.0
1619,The Haunting in Connecticut,2009,5.9,33,54806,59.0
1620,Everybody's Fine,2009,7.1,47,54576,71.0
1621,Fish Tank,2009,7.3,81,53251,73.0
1622,Fanboys,2009,6.6,45,53122,66.0
1623,The Young Victoria,2009,7.3,64,51823,73.0
1624,The Collector,2009,6.4,29,50116,64.0
1625,Valhalla Rising,2009,6.0,61,49645,60.0
1626,In the Loop,2009,7.5,83,49321,75.0
1627,My Bloody Valentine,2009,5.5,51,49215,55.0
1628,Race to Witch Mountain,2009,5.7,52,49010,57.0
1629,Away We Go,2009,7.1,58,48711,71.0
1630,The Soloist,2009,6.7,61,47297,67.0
1631,The Unborn,2009,4.8,30,45660,48.0
1632,Planet 51,2009,6.1,39,45617,61.0
1633,Duplicity,2009,6.2,69,44255,62.0
1634,The Cove,2009,8.5,84,44056,85.0
1635,Extract,2009,6.2,61,41637,62.0
1636,Halloween II,2009,4.9,35,41379,49.0
1637,Black Dynamite,2009,7.4,65,40806,74.0
1638,Banlieue 13: Ultimatum,2009,6.5,64,40174,65.0
1639,Nine,2009,5.8,49,40048,58.0
1640,Fired Up!,2009,6.2,31,39855,62.0
1641,Cirque du Freak: The Vampire's Assistant,2009,5.9,43,39168,59.0
1642,Capitalism: A Love Story,2009,7.4,61,38707,74.0
1643,The Pink Panther 2,2009,5.6,36,37530,56.0
1644,G-Force,2009,5.1,41,37347,51.0
1645,Alvin and the Chipmunks: The Squeakquel,2009,4.5,41,36902,45.0
1646,The Damned United,2009,7.6,81,36749,76.0
1647,Notorious,2009,6.7,60,36678,67.0
1648,All About Steve,2009,4.8,17,36247,48.0
1649,The Joneses,2009,6.5,55,36067,65.0
1650,Bakjwi,2009,7.2,73,35836,72.0
1651,This Is It,2009,7.3,67,35496,73.0
1652,Hannah Montana: The Movie,2009,4.3,47,35467,43.0
1653,Spread,2009,5.9,43,35321,59.0
1654,Coco avant Chanel,2009,6.7,65,35270,67.0
1655,Darbareye Elly,2009,8.1,87,35036,81.0
1656,The House of the Devil,2009,6.4,73,34955,64.0
1657,World's Greatest Dad,2009,6.9,69,34643,69.0
1658,Los abrazos rotos,2009,7.2,76,34617,72.0
1659,Middle Men,2009,6.6,60,34592,66.0
1660,Madeo,2009,7.8,79,34584,78.0
1661,After.Life,2009,5.9,36,33652,59.0
1662,Old Dogs,2009,5.4,19,33632,54.0
1663,Defendor,2009,6.8,57,33546,68.0
1664,Did You Hear About the Morgans?,2009,4.8,27,32999,48.0
1665,Soul Kitchen,2009,7.3,76,32776,73.0
1666,Inception,2010,8.8,74,1733518,88.0
1667,Shutter Island,2010,8.1,63,946088,81.0
1668,Toy Story 3,2010,8.3,92,644704,83.0
1669,Black Swan,2010,8.0,79,620526,80.0
1670,Iron Man 2,2010,7.0,57,609656,70.0
1671,How to Train Your Dragon,2010,8.1,74,574733,81.0
1672,The King's Speech,2010,8.0,88,568672,80.0
1673,Shequnwang zhan,2010,7.7,95,546245,77.0
1674,Kick-Ass,2010,7.6,66,481537,76.0
1675,Despicable Me,2010,7.7,72,442161,77.0
1676,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,65,394842,77.0
1677,Alice in Wonderland,2010,6.5,53,344336,65.0
1678,Tangled,2010,7.8,71,344291,78.0
1679,Scott Pilgrim vs. the World,2010,7.5,69,320035,75.0
1680,Easy A,2010,7.1,72,315594,71.0
1681,127 Hours,2010,7.6,82,311650,76.0
1682,The Town,2010,7.6,74,310914,76.0
1683,The Fighter,2010,7.8,79,305427,78.0
1684,The Expendables,2010,6.5,45,298028,65.0
1685,Due Date,2010,6.6,51,295167,66.0
1686,Tron,2010,6.8,49,287464,68.0
1687,True Grit,2010,7.6,80,270531,76.0
1688,Salt,2010,6.4,65,268960,64.0
1689,RED,2010,7.1,60,263297,71.0
1690,The Book of Eli,2010,6.9,53,257718,69.0
1691,Clash of the Titans,2010,5.8,39,248981,58.0
1692,Prince of Persia: The Sands of Time,2010,6.6,50,246081,66.0
1693,Insidious,2010,6.8,52,239886,68.0
1694,Robin Hood,2010,6.7,53,232046,67.0
1695,The A-Team,2010,6.8,47,229062,68.0
1696,The Other Guys,2010,6.7,64,212753,67.0
1697,The Twilight Saga: Eclipse,2010,5.0,58,203113,50.0
1698,Grown Ups,2010,6.0,30,202191,60.0
1699,The Tourist,2010,6.0,37,198496,60.0
1700,Megamind,2010,7.3,63,197669,73.0
1701,Predators,2010,6.4,51,189777,64.0
1702,Machete,2010,6.6,60,177723,66.0
1703,Unstoppable,2010,6.8,69,166457,68.0
1704,Knight and Day,2010,6.3,46,163672,63.0
1705,Blue Valentine,2010,7.4,81,162728,74.0
1706,The Next Three Days,2010,7.4,52,161344,74.0
1707,Love & Other Drugs,2010,6.7,55,160957,67.0
1708,Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,47,158920,59.0
1709,Shrek Forever After,2010,6.3,58,158185,63.0
1710,Get Him to the Greek,2010,6.4,65,157699,64.0
1711,Hot Tub Time Machine,2010,6.4,63,149736,64.0
1712,Resident Evil: Afterlife,2010,5.9,37,148444,59.0
1713,Tucker and Dale vs Evil,2010,7.6,65,147536,76.0
1714,The Ghost Writer,2010,7.2,77,144489,72.0
1715,Yuehui o mai ga,2010,6.3,56,140098,63.0
1716,The Karate Kid,2010,6.2,61,139600,62.0
1717,The Sorcerer's Apprentice,2010,6.1,46,138819,61.0
1718,Buried,2010,7.0,65,133900,70.0
1719,The Last Airbender,2010,4.1,20,132392,41.0
1720,Remember Me,2010,7.1,40,125614,71.0
1721,Never Let Me Go,2010,7.2,69,125600,72.0
1722,Winter's Bone,2010,7.2,90,122980,72.0
1723,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,6.3,53,122252,63.0
1724,Dear John,2010,6.3,43,122060,63.0
1725,It's Kind of a Funny Story,2010,7.1,63,121457,71.0
1726,Green Zone,2010,6.8,63,119410,68.0
1727,The Kids Are All Right,2010,7.0,86,118332,70.0
1728,Devil,2010,6.2,44,117773,62.0
1729,Incendies,2010,8.2,80,113028,82.0
1730,She's Out of My League,2010,6.4,46,111685,64.0
1731,Life as We Know It,2010,6.6,39,108230,66.0
1732,The Bounty Hunter,2010,5.5,22,108116,55.0
1733,From Paris with Love,2010,6.5,42,104602,65.0
1734,Valentine's Day,2010,5.7,34,103606,57.0
1735,Let Me In,2010,7.1,79,103302,71.0
1736,The Crazies,2010,6.5,55,101558,65.0
1737,The Way Back,2010,7.3,66,98501,73.0
1738,Little Fockers,2010,5.5,27,95489,55.0
1739,The Wolfman,2010,5.8,43,95404,58.0
1740,Repo Men,2010,6.3,32,93816,63.0
1741,Wall Street: Money Never Sleeps,2010,6.2,59,91089,62.0
1742,Paranormal Activity 2,2010,5.7,53,90300,57.0
1743,Legion,2010,5.2,32,88975,52.0
1744,Faster,2010,6.5,44,88207,65.0
1745,Dinner for Schmucks,2010,5.9,56,88039,59.0
1746,Ang-ma-reul bo-at-da,2010,7.8,67,87907,78.0
1747,The Switch,2010,6.1,52,87294,61.0
1748,My Name Is Khan,2010,8.0,50,86252,80.0
1749,Hereafter,2010,6.5,56,85381,65.0
1750,The American,2010,6.3,61,85078,63.0
1751,Letters to Juliet,2010,6.6,50,83078,66.0
1752,A Nightmare on Elm Street,2010,5.2,35,82696,52.0
1753,Yip Man 2,2010,7.6,67,82691,76.0
1754,Monsters,2010,6.4,63,82622,64.0
1755,Edge of Darkness,2010,6.6,55,82402,66.0
1756,Skyline,2010,4.4,26,82093,44.0
1757,Leap Year,2010,6.5,33,81704,65.0
1758,Beginners,2010,7.2,81,81700,72.0
1759,The Losers,2010,6.4,44,80802,64.0
1760,Cop Out,2010,5.6,31,79860,56.0
1761,Saw 3D,2010,5.6,24,79852,56.0
1762,Killers,2010,5.4,21,79590,54.0
1763,Piranha 3D,2010,5.5,53,79138,55.0
1764,Biutiful,2010,7.5,58,77619,75.0
1765,Submarine,2010,7.3,76,76974,73.0
1766,Eat Pray Love,2010,5.7,50,73390,57.0
1767,Tropa de Elite 2: O Inimigo Agora é Outro,2010,8.1,71,72966,81.0
1768,Legend of the Guardians: The Owls of Ga'Hoole,2010,7.0,53,71802,70.0
1769,Flipped,2010,7.7,45,71706,77.0
1770,Centurion,2010,6.4,62,71574,64.0
1771,The Last Song,2010,5.9,33,70095,59.0
1772,Super,2010,6.8,50,68493,68.0
1773,Burlesque,2010,6.4,47,68155,64.0
1774,Sex and the City 2,2010,4.4,27,66334,44.0
1775,I Spit on Your Grave,2010,6.3,27,65001,63.0
1776,Morning Glory,2010,6.5,57,64702,65.0
1777,Kari-gurashi no Arietti,2010,7.6,80,64283,76.0
1778,Four Lions,2010,7.3,68,63822,73.0
1779,Inside Job,2010,8.3,88,63288,83.0
1780,Trolljegeren,2010,7.0,61,61284,70.0
1781,Frozen,2010,6.2,43,59966,62.0
1782,The Debt,2010,6.9,65,59516,69.0
1783,Gulliver's Travels,2010,4.9,33,58729,49.0
1784,Exit Through the Gift Shop,2010,8.0,85,56919,80.0
1785,Jûsan-nin no shikaku,2010,7.6,84,56607,76.0
1786,When in Rome,2010,5.6,25,55662,56.0
1787,Going the Distance,2010,6.3,51,53527,63.0
1788,Charlie St. Cloud,2010,6.5,37,52993,65.0
1789,Senna,2010,8.6,79,51931,86.0
1790,Jackass 3D,2010,7.0,56,51908,70.0
1791,Step Up 3D,2010,6.2,45,51782,62.0
1792,Takers,2010,6.2,45,51486,62.0
1793,Jonah Hex,2010,4.7,33,50200,47.0
1794,Animal Kingdom,2010,7.3,83,50125,73.0
1795,All Good Things,2010,6.3,57,47637,63.0
1796,Hesher,2010,7.0,45,47404,70.0
1797,You Again,2010,5.8,28,45058,58.0
1798,Everything Must Go,2010,6.4,65,44759,64.0
1799,The Last Exorcism,2010,5.6,63,44708,56.0
1800,The Back-up Plan,2010,5.3,34,44616,53.0
1801,Rabbit Hole,2010,7.0,76,44284,70.0
1802,London Boulevard,2010,6.2,52,43672,62.0
1803,Don't Be Afraid of the Dark,2010,5.6,56,43588,56.0
1804,Last Night,2010,6.6,50,43514,66.0
1805,The Runaways,2010,6.6,65,42802,66.0
1806,Vampires Suck,2010,3.4,18,42399,34.0
1807,Fair Game,2010,6.8,69,42132,68.0
1808,You Will Meet a Tall Dark Stranger,2010,6.3,51,40559,63.0
1809,Death at a Funeral,2010,5.7,51,40082,57.0
1810,Black Death,2010,6.4,71,39826,64.0
1811,The Company Men,2010,6.8,69,39734,68.0
1812,Somewhere,2010,6.3,67,39251,63.0
1813,How Do You Know,2010,5.4,46,39148,54.0
1814,MacGruber,2010,5.5,43,38753,55.0
1815,Conviction,2010,7.2,61,38646,72.0
1816,Trust,2010,6.9,60,38238,69.0
1817,Catfish,2010,7.1,65,37946,71.0
1818,Stake Land,2010,6.5,66,37861,65.0
1819,Stone,2010,5.4,58,37773,54.0
1820,13,2010,6.1,29,37451,61.0
1821,The Ward,2010,5.6,38,37016,56.0
1822,Diary of a Wimpy Kid,2010,6.2,56,36875,62.0
1823,Hævnen,2010,7.6,65,35614,76.0
1824,Tooth Fairy,2010,5.0,36,35611,50.0
1825,The Spy Next Door,2010,5.4,27,35042,54.0
1826,Greenberg,2010,6.1,76,32924,61.0
1827,Wild Target,2010,6.8,41,32794,68.0
1828,Cyrus,2010,6.3,74,31917,63.0
1829,L'illusionniste,2010,7.5,82,30917,75.0
1830,The Killer Inside Me,2010,6.1,53,30879,61.0
1831,Rubber,2010,5.8,59,29831,58.0
1832,6 Souls,2010,6.1,28,29151,61.0
1833,"Tomorrow, When the War Began",2010,6.2,54,28730,62.0
1834,The Whistleblower,2010,7.2,59,28556,72.0
1835,Happythankyoumoreplease,2010,6.8,45,27922,68.0
1836,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,87,652671,81.0
1837,Thor,2011,7.0,57,631902,70.0
1838,The Intouchables,2011,8.5,57,628350,85.0
1839,Captain America: The First Avenger,2011,6.9,66,610793,69.0
1840,X: First Class,2011,7.8,65,584008,78.0
1841,Drive,2011,7.8,78,498366,78.0
1842,Limitless,2011,7.4,59,472208,74.0
1843,Rise of the Planet of the Apes,2011,7.6,68,458809,76.0
1844,Source Code,2011,7.5,74,433934,75.0
1845,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45,428287,66.0
1846,"Crazy, Stupid, Love.",2011,7.4,68,420917,74.0
1847,The Hangover Part II,2011,6.5,44,416657,65.0
1848,Mission: Impossible - Ghost Protocol,2011,7.4,73,407016,74.0
1849,Horrible Bosses,2011,6.9,57,387188,69.0
1850,Warrior,2011,8.2,71,387001,82.0
1851,Sherlock Holmes: A Game of Shadows,2011,7.5,48,379363,75.0
1852,The Help,2011,8.1,62,374556,81.0
1853,The Girl with the Dragon Tattoo,2011,7.8,71,371670,78.0
1854,Transformers: Dark of the Moon,2011,6.3,42,355711,63.0
1855,Midnight in Paris,2011,7.7,81,342757,77.0
1856,In Time,2011,6.7,53,335726,67.0
1857,Fast Five,2011,7.3,66,318286,73.0
1858,Moneyball,2011,7.6,87,313987,76.0
1859,Super 8,2011,7.0,72,312059,70.0
1860,Friends with Benefits,2011,6.6,63,304899,66.0
1861,50/50,2011,7.7,72,293624,77.0
1862,Real Steel,2011,7.1,56,276936,71.0
1863,Hugo,2011,7.5,83,274850,75.0
1864,Green Lantern,2011,5.6,39,244610,56.0
1865,Bridesmaids,2011,6.8,75,241556,68.0
1866,Unknown,2011,6.9,56,228542,69.0
1867,The Grey,2011,6.8,64,222208,68.0
1868,The Adjustment Bureau,2011,7.1,60,220111,71.0
1869,The Descendants,2011,7.3,84,218693,73.0
1870,Kung Fu Panda 2,2011,7.3,67,214625,73.0
1871,Sucker Punch,2011,6.1,33,213264,61.0
1872,Paul,2011,7.0,57,212931,70.0
1873,I Am Number Four,2011,6.1,36,212040,61.0
1874,The Artist,2011,7.9,89,210769,79.0
1875,Rango,2011,7.2,75,206993,72.0
1876,The Ides of March,2011,7.1,67,203307,71.0
1877,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,200093,49.0
1878,The Adventures of Tintin,2011,7.4,68,195699,74.0
1879,Contagion,2011,6.6,70,195464,66.0
1880,Just Go with It,2011,6.4,33,193259,64.0
1881,Xialiu zhengyi,2011,7.3,63,190260,73.0
1882,Cowboys & Aliens,2011,6.0,50,190006,60.0
1883,No Strings Attached,2011,6.2,50,189763,62.0
1884,Jodaeiye Nader az Simin,2011,8.3,95,184419,83.0
1885,Rio,2011,6.9,63,184002,69.0
1886,Bad Teacher,2011,5.6,47,175537,56.0
1887,Hanna,2011,6.8,65,172570,68.0
1888,Tinker Tailor Soldier Spy,2011,7.1,85,168363,71.0
1889,Serbuan maut,2011,7.6,73,167668,76.0
1890,Shame,2011,7.2,72,165393,72.0
1891,Battle Los Angeles,2011,5.8,37,163974,58.0
1892,The Tree of Life,2011,6.8,85,151535,68.0
1893,The Change-Up,2011,6.3,39,149197,63.0
1894,Immortals,2011,6.0,46,149105,60.0
1895,Melancholia,2011,7.1,80,146528,71.0
1896,The Green Hornet,2011,5.8,39,145521,58.0
1897,The Mechanic,2011,6.6,49,136488,66.0
1898,War Horse,2011,7.2,72,131116,72.0
1899,Puss in Boots,2011,6.7,65,127876,67.0
1900,Cars 2,2011,6.2,57,126902,62.0
1901,We Bought a Zoo,2011,7.1,58,122825,71.0
1902,One Day,2011,7.0,48,122149,70.0
1903,Tower Heist,2011,6.2,59,120699,62.0
1904,La piel que habito,2011,7.6,70,117926,76.0
1905,Kaiwen zenme le?,2011,7.5,68,116565,75.0
1906,Scream 4,2011,6.2,52,114417,62.0
1907,Killer Elite,2011,6.5,44,114342,65.0
1908,J. Edgar,2011,6.6,59,112741,66.0
1909,Hall Pass,2011,5.9,45,111104,59.0
1910,Carnage,2011,7.2,61,107509,72.0
1911,The Thing,2011,6.2,49,106962,62.0
1912,Priest,2011,5.7,41,104961,57.0
1913,Margin Call,2011,7.1,76,103215,71.0
1914,Water for Elephants,2011,6.9,52,103175,69.0
1915,Johnny English Reborn,2011,6.3,46,100605,63.0
1916,Red Riding Hood,2011,5.5,29,99514,55.0
1917,Ghost Rider: Spirit of Vengeance,2011,4.3,34,99224,43.0
1918,The Three Musketeers,2011,5.8,35,96143,58.0
1919,Final Destination 5,2011,5.9,50,93912,59.0
1920,The Iron Lady,2011,6.4,54,92835,64.0
1921,The Rum Diary,2011,6.2,56,92783,62.0
1922,Fright Night,2011,6.4,64,92025,64.0
1923,Your Highness,2011,5.5,31,91107,55.0
1924,Attack the Block,2011,6.6,75,90814,66.0
1925,Extremely Loud & Incredibly Close,2011,6.9,46,90632,69.0
1926,A Dangerous Method,2011,6.4,76,90174,64.0
1927,Hodejegerne,2011,7.6,72,88636,76.0
1928,Conan the Barbarian,2011,5.2,36,88312,52.0
1929,Drive Angry,2011,5.4,44,87892,54.0
1930,30 Minutes or Less,2011,6.1,49,84927,61.0
1931,Colombiana,2011,6.4,45,84362,64.0
1932,Paranormal Activity 3,2011,5.8,59,83385,58.0
1933,Season of the Witch,2011,5.4,28,83079,54.0
1934,The Rite,2011,6.0,38,82954,60.0
1935,The Best Exotic Marigold Hotel,2011,7.3,62,82876,73.0
1936,Another Earth,2011,7.0,66,82765,70.0
1937,The Muppets,2011,7.1,75,80662,71.0
1938,Take Shelter,2011,7.4,85,79922,74.0
1939,Our Idiot Brother,2011,6.4,60,79148,64.0
1940,Goon,2011,6.8,64,78119,68.0
1941,My Week with Marilyn,2011,7.0,65,77487,70.0
1942,Haywire,2011,5.8,67,77150,58.0
1943,Mr. Popper's Penguins,2011,6.0,53,76685,60.0
1944,You're Next,2011,6.5,66,75285,65.0
1945,Justin Bieber: Never Say Never,2011,1.6,52,74886,16.0
1946,The Smurfs,2011,5.5,30,74785,55.0
1947,New Year's Eve,2011,5.7,22,73773,57.0
1948,The Guard,2011,7.3,78,72706,73.0
1949,Jane Eyre,2011,7.4,76,71809,74.0
1950,Young Adult,2011,6.3,71,70829,63.0
1951,The Inbetweeners Movie,2011,6.8,44,70570,68.0
1952,Beastly,2011,5.6,40,70382,56.0
1953,Abduction,2011,5.1,25,70336,51.0
1954,Jack and Jill,2011,3.3,23,68007,33.0
1955,Detachment,2011,7.7,52,66379,77.0
1956,What's Your Number?,2011,6.1,35,65762,61.0
1957,Killer Joe,2011,6.7,62,65752,67.0
1958,God Bless America,2011,7.2,56,64667,72.0
1959,The Sitter,2011,5.7,39,64276,57.0
1960,A Very Harold & Kumar 3D Christmas,2011,6.3,61,60271,63.0
1961,The Eagle,2011,6.2,55,59407,62.0
1962,"Jeff, Who Lives at Home",2011,6.5,60,59112,65.0
1963,Machine Gun Preacher,2011,6.8,43,58412,68.0
1964,Red State,2011,6.2,50,58018,62.0
1965,The Awakening,2011,6.5,53,57898,65.0
1966,Dream House,2011,6.0,35,57253,60.0
1967,The Devil's Double,2011,7.1,52,57251,71.0
1968,Salmon Fishing in the Yemen,2011,6.8,58,57027,68.0
1969,Larry Crowne,2011,6.1,41,56178,61.0
1970,Like Crazy,2011,6.7,68,53917,67.0
1971,The Darkest Hour,2011,4.9,18,53796,49.0
1972,Something Borrowed,2011,5.9,36,52688,59.0
1973,Bernie,2011,6.8,75,52195,68.0
1974,The Art of Getting By,2011,6.6,36,51923,66.0
1975,Win Win,2011,7.2,75,50960,72.0
1976,Zookeeper,2011,5.2,30,50308,52.0
1977,Sanctum,2011,5.9,42,50291,59.0
1978,Apollo 18,2011,5.2,24,50193,52.0
1979,Perfect Sense,2011,7.1,55,49052,71.0
1980,Arthur,2011,5.7,36,48030,57.0
1981,Gnomeo & Juliet,2011,6.0,53,47754,60.0
1982,Take Me Home Tonight,2011,6.3,42,47206,63.0
1983,The Dilemma,2011,5.3,46,47106,53.0
1984,Grave Encounters,2011,6.1,33,46170,61.0
1985,Don 2,2011,7.1,49,44600,71.0
1986,Martha Marcy May Marlene,2011,6.9,75,44514,69.0
1987,The Beaver,2011,6.7,60,43991,67.0
1988,Jin ling shi san chai,2011,7.6,46,43856,76.0
1989,Arthur Christmas,2011,7.1,69,42468,71.0
1990,Seeking Justice,2011,6.2,38,41888,62.0
1991,Footloose,2011,5.9,58,41670,59.0
1992,Hobo with a Shotgun,2011,6.1,55,40619,61.0
1993,Soul Surfer,2011,7.1,53,40016,71.0
1994,Kill the Irishman,2011,7.1,50,39851,71.0
1995,Friends with Kids,2011,6.2,55,38541,62.0
1996,The Big Year,2011,6.2,53,38445,62.0
1997,Trespass,2011,5.3,37,38215,53.0
1998,Ironclad,2011,6.2,42,37246,62.0
1999,Monte Carlo,2011,5.8,43,37211,58.0
2000,Anonymous,2011,6.9,50,37024,69.0
2001,Happy Feet Two,2011,5.9,50,36703,59.0
2002,Ra.One,2011,4.8,60,34341,48.0
2003,Cedar Rapids,2011,6.3,70,34302,63.0
2004,The Hunter,2011,6.8,63,33883,68.0
2005,The Divide,2011,5.8,28,32817,58.0
2006,In the Land of Blood and Honey,2011,4.4,56,32481,44.0
2007,Hei'an qishi: Liming shengqi,2012,8.4,78,1321637,84.0
2008,Django Unchained,2012,8.4,81,1142911,84.0
2009,The Avengers,2012,8.1,69,1118481,81.0
2010,The Hunger Games,2012,7.2,68,771785,72.0
2011,The Hobbit: An Unexpected Journey,2012,7.9,58,699451,79.0
2012,Silver Linings Playbook,2012,7.7,81,598408,77.0
2013,Skyfall,2012,7.8,81,573944,78.0
2014,Puluomixiusi,2012,7.0,64,521995,70.0
2015,Ted,2012,6.9,62,520475,69.0
2016,Argo,2012,7.7,86,514670,77.0
2017,Life of Pi,2012,7.9,79,508544,79.0
2018,The Amazing Spider-Man,2012,7.0,66,504535,70.0
2019,Looper,2012,7.4,84,481099,74.0
2020,21 Jump Street,2012,7.2,69,459910,72.0
2021,The Perks of Being a Wallflower,2012,8.0,67,406154,80.0
2022,The Cabin in the Woods,2012,7.0,72,320753,70.0
2023,Yonggan chuanshuo,2012,7.1,69,318820,71.0
2024,Cloud Atlas,2012,7.5,55,316561,75.0
2025,Wreck-It Ralph,2012,7.7,72,314707,77.0
2026,Men in Black 3,2012,6.8,58,294195,68.0
2027,Flight,2012,7.3,76,291075,73.0
2028,Moonrise Kingdom,2012,7.8,84,277907,78.0
2029,Les Misérables,2012,7.6,63,274269,76.0
2030,Jack Reacher,2012,7.0,50,270345,70.0
2031,The Expendables 2,2012,6.6,51,269464,66.0
2032,Taken 2,2012,6.3,45,263955,63.0
2033,The Bourne Legacy,2012,6.7,61,259602,67.0
2034,Snow White and the Huntsman,2012,6.1,57,251136,61.0
2035,Pitch Perfect,2012,7.2,66,244717,72.0
2036,Zero Dark Thirty,2012,7.4,95,240971,74.0
2037,The Dictator,2012,6.4,58,240003,64.0
2038,John Carter,2012,6.6,51,231766,66.0
2039,Dredd,2012,7.1,60,227000,71.0
2040,Jagten,2012,8.3,77,223548,83.0
2041,Chronicle,2012,7.1,69,223379,71.0
2042,Total Recall,2012,6.3,43,221726,63.0
2043,Dark Shadows,2012,6.2,55,220997,62.0
2044,Lincoln,2012,7.4,86,220978,74.0
2045,Battleship,2012,5.8,41,220068,58.0
2046,The Place Beyond the Pines,2012,7.3,68,216717,73.0
2047,Seven Psychopaths,2012,7.2,66,213777,72.0
2048,Lawless,2012,7.3,58,206816,73.0
2049,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,205493,55.0
2050,End of Watch,2012,7.6,68,204477,76.0
2051,Hotel Transylvania,2012,7.1,47,192531,71.0
2052,Sinister,2012,6.8,53,187858,68.0
2053,American Reunion,2012,6.7,49,186669,67.0
2054,Safe House,2012,6.8,52,184160,68.0
2055,Project X,2012,6.7,48,172567,67.0
2056,Lo imposible,2012,7.6,73,169180,76.0
2057,Wrath of the Titans,2012,5.7,37,167125,57.0
2058,The Vow,2012,6.8,43,166711,68.0
2059,Ice Age: Continental Drift,2012,6.6,49,166004,66.0
2060,This Means War,2012,6.3,31,162468,63.0
2061,The Woman in Black,2012,6.4,62,159728,64.0
2062,Mud,2012,7.4,76,151467,74.0
2063,Rise of the Guardians,2012,7.3,57,139292,73.0
2064,Abraham Lincoln: Vampire Hunter,2012,5.9,42,138962,59.0
2065,Madagascar 3: Europe's Most Wanted,2012,6.9,60,137480,69.0
2066,Man on a Ledge,2012,6.6,40,134578,66.0
2067,Underworld Awakening,2012,6.4,39,134081,64.0
2068,The Master,2012,7.1,86,123808,71.0
